sentence_id,line_no,sample_id,source,difficulty,sentence_type,difficulty_score,gold_status,selection_tags,raw_text,gold,char_len,gold_word_count,split,split_role,review_flags,notes,participant_count,sentence_avg_word_f1,sentence_avg_boundary_f1,sentence_exact_match_rate,discrimination_index
95,95,nlpcc_dev_983,NLPCC-Weibo,medium,mixed_script,45.14,confirmed,modern|microblog|sentence_level|mixed_script|digits|long_sentence,两年前，载有476人的韩国客轮岁月号失事沉没，295条生命随之消逝，另有9人下落不明。,两 / 年 / 前 / ， / 载有 / 476 / 人 / 的 / 韩国 / 客轮 / 岁月号 / 失事 / 沉没 / ， / 295 / 条 / 生命 / 随之 / 消逝 / ， / 另 / 有 / 9 / 人 / 下落不明 / 。,43,26,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.700797,0.854062,0.019231,0.452846
96,96,nlpcc_dev_214,NLPCC-Weibo,medium,mixed_script,45.13,confirmed,modern|microblog|sentence_level|mixed_script|latin|social_marker,【程序员们都是怎样被BUG虐杀的？】,【 / 程序员们 / 都 / 是 / 怎样 / 被 / BUG / 虐杀 / 的 / ？ / 】,18,11,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.66509,0.816535,0.019231,0.409617
97,97,nlpcc_dev_173,NLPCC-Weibo,medium,mixed_script,45.07,confirmed,modern|microblog|sentence_level|mixed_script|latin,今天阿里YunOS在深圳召开“亿路有你”合作伙伴大会。,今天 / 阿里YunOS / 在 / 深圳 / 召开 / “ / 亿路 / 有 / 你 / ” / 合作 / 伙伴 / 大会 / 。,27,14,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.752245,0.853248,0.105769,0.463139
98,98,nlpcc_dev_436,NLPCC-Weibo,medium,mixed_script,45.02,confirmed,modern|microblog|sentence_level|mixed_script|digits|long_sentence,上周市场收出小阴十字星，沪指在20日线处止跌回升，收在3000点下方。,上周 / 市场 / 收出 / 小阴十字星 / ， / 沪指 / 在 / 20 / 日线 / 处 / 止跌 / 回升 / ， / 收 / 在 / 3000 / 点 / 下方 / 。,35,19,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.558977,0.778156,0.0,0.346791
99,99,nlpcc_dev_132,NLPCC-Weibo,medium,mixed_script,44.93,confirmed,modern|microblog|sentence_level|mixed_script|digits|latin|long_sentence,不管怎么说，要想让Win7升级Win10，不管从人文上还是技术上，难度都相对不大。,不管 / 怎么 / 说 / ， / 要 / 想 / 让 / Win7 / 升级 / Win10 / ， / 不管 / 从 / 人文 / 上 / 还是 / 技术 / 上 / ， / 难度 / 都 / 相对 / 不 / 大 / 。,41,25,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.795855,0.894253,0.019231,0.381992
100,100,nlpcc_dev_1722,NLPCC-Weibo,medium,mixed_script,44.92,confirmed,modern|microblog|sentence_level|mixed_script|digits|social_marker,两次下蹲之间休息1分钟，每次15分钟，每天练习1~3次。,两 / 次 / 下蹲 / 之间 / 休息 / 1 / 分钟 / ， / 每 / 次 / 15 / 分钟 / ， / 每天 / 练习 / 1~3 / 次 / 。,28,18,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.627304,0.818925,0.009615,0.373403
101,101,nlpcc_dev_296,NLPCC-Weibo,medium,mixed_script,44.91,confirmed,modern|microblog|sentence_level|oov_heavy|mixed_script|long_sentence,分别是：赵建国、廖辉才、文龙坚、廖乃建、肖日初、吴春燕、谭敦辉、吴木星、王文龙、林永锋。,分别 / 是 / ： / 赵建国 / 、 / 廖辉才 / 、 / 文龙坚 / 、 / 廖乃建 / 、 / 肖日初 / 、 / 吴春燕 / 、 / 谭敦辉 / 、 / 吴木星 / 、 / 王文龙 / 、 / 林永锋 / 。,44,23,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.554432,0.813394,0.096154,0.467012
102,102,nlpcc_dev_594,NLPCC-Weibo,medium,mixed_script,44.86,confirmed,modern|microblog|sentence_level|mixed_script|digits|social_marker,【香港零售额连降13个月一季度18年来最差】,【 / 香港 / 零售额 / 连降 / 13 / 个 / 月 / 一季度 / 18 / 年 / 来 / 最 / 差 / 】,22,14,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.62267,0.791311,0.019231,0.583891
103,103,nlpcc_dev_531,NLPCC-Weibo,medium,mixed_script,44.84,confirmed,modern|microblog|sentence_level|mixed_script|digits|latin|social_marker,【鹿晗420米3D贺卡亮相海淀众多粉丝赶来合影】,【 / 鹿晗 / 420 / 米 / 3D / 贺卡 / 亮相 / 海淀 / 众多 / 粉丝 / 赶来 / 合影 / 】,24,13,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.573393,0.708111,0.086538,0.693062
104,104,nlpcc_dev_996,NLPCC-Weibo,medium,mixed_script,44.69,confirmed,modern|microblog|sentence_level|mixed_script|digits,今年4月，她获179万元赔偿款，5年官司画上句号。,今年 / 4月 / ， / 她 / 获 / 179万 / 元 / 赔偿款 / ， / 5 / 年 / 官司 / 画上 / 句号 / 。,25,15,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.611556,0.792272,0.019231,0.475009
105,105,nlpcc_dev_1426,NLPCC-Weibo,medium,mixed_script,44.53,confirmed,modern|microblog|sentence_level|mixed_script|digits|long_sentence,哈登投中制胜一球，拿下了35分、9次助攻和8个篮板，霍华德13分13个篮板。,哈登 / 投中 / 制胜 / 一 / 球 / ， / 拿下 / 了 / 35 / 分 / 、 / 9 / 次 / 助攻 / 和 / 8 / 个 / 篮板 / ， / 霍华德 / 13 / 分 / 13 / 个 / 篮板 / 。,38,26,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.697813,0.847604,0.048077,0.470735
106,106,nlpcc_dev_379,NLPCC-Weibo,medium,mixed_script,44.53,confirmed,modern|microblog|sentence_level|mixed_script|latin|long_sentence,现实中真正能到尊重和平等的人还是很少的，演讲者ErnestoSirolli用自己的亲身经历告诉我们要学会倾听。,现实 / 中 / 真正 / 能 / 到 / 尊重 / 和 / 平等 / 的 / 人 / 还 / 是 / 很 / 少 / 的 / ， / 演讲者 / ErnestoSirolli / 用 / 自己 / 的 / 亲身 / 经历 / 告诉 / 我们 / 要 / 学会 / 倾听 / 。,55,29,dev,platform_eval_v2_draft,mixed_script,Competition data with standard train/dev/test split.,104,0.733453,0.824892,0.105769,0.520034
107,107,nlpcc_dev_405,NLPCC-Weibo,medium,mixed_script,44.4,confirmed,modern|microblog|sentence_level|mixed_script|digits|long_sentence,今天，全国25个省份将举行2016年公务员招录笔试，总招考人数超过14万，一些岗位的竞争程度高达“千里挑一”。,今天 / ， / 全国 / 25 / 个 / 省份 / 将 / 举行 / 2016年 / 公务员 / 招录 / 笔试 / ， / 总 / 招考 / 人数 / 超过 / 14万 / ， / 一些 / 岗位 / 的 / 竞争 / 程度 / 高达 / “ / 千里挑一 / ” / 。,55,29,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.737595,0.851417,0.0,0.443213
108,108,nlpcc_dev_792,NLPCC-Weibo,medium,mixed_script,44.39,confirmed,modern|microblog|sentence_level|mixed_script|latin|long_sentence,密歇根大学经济学教授JustinWolfers表示，虽然新增就业数据不及预期，但劳动力市场全面复苏的可能性正变得越来越大。,密歇根 / 大学 / 经济学 / 教授 / JustinWolfers / 表示 / ， / 虽然 / 新增 / 就业 / 数据 / 不及 / 预期 / ， / 但 / 劳动力 / 市场 / 全面 / 复苏 / 的 / 可能性 / 正 / 变 / 得 / 越来越 / 大 / 。,61,27,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.734047,0.83019,0.038462,0.52449
109,109,nlpcc_dev_86,NLPCC-Weibo,medium,mixed_script,44.36,confirmed,modern|microblog|sentence_level|mixed_script|digits|latin|social_marker,【美股周五早盘中概股惨不忍睹：YY、陌陌跌近7%】,【 / 美股 / 周五 / 早盘 / 中概股 / 惨不忍睹 / ： / YY / 、 / 陌陌 / 跌近 / 7% / 】,25,13,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.483867,0.701195,0.0,0.533286
110,110,nlpcc_dev_1990,NLPCC-Weibo,medium,mixed_script,44.24,confirmed,modern|microblog|sentence_level|mixed_script|latin|long_sentence,苹果发布了一段全新的广告“可再生能源”，这段广告中只有Messages信息应用。,苹果 / 发布 / 了 / 一 / 段 / 全新 / 的 / 广告 / “ / 可再生能源 / ” / ， / 这 / 段 / 广告 / 中 / 只 / 有 / Messages / 信息应用 / 。,40,21,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.661121,0.816029,0.0,0.364441
111,111,nlpcc_dev_947,NLPCC-Weibo,medium,mixed_script,44.11,confirmed,modern|microblog|sentence_level|mixed_script|digits|long_sentence,一季度已经结束，北京继上海之后，终于在4月14日发布《北京市示范应用新能源小客车财政补助资金管理细则》，明确2016至2017年补贴政策（财新）,一季度 / 已经 / 结束 / ， / 北京 / 继 / 上海 / 之后 / ， / 终于 / 在 / 4月 / 14日 / 发布 / 《 / 北京市 / 示范 / 应用 / 新能源 / 小客车 / 财政 / 补助 / 资金 / 管理 / 细则 / 》 / ， / 明确 / 2016 / 至 / 2017年 / 补贴 / 政策 / （ / 财新 / ）,72,36,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.736463,0.853326,0.0,0.440162
112,112,nlpcc_dev_44,NLPCC-Weibo,medium,mixed_script,44.01,confirmed,modern|microblog|sentence_level|mixed_script|digits|latin,今晨意甲32轮尤文图斯客场2-1逆转AC米兰，继续领跑意甲。,今晨 / 意甲 / 32 / 轮 / 尤文图斯 / 客场 / 2-1 / 逆转 / AC米兰 / ， / 继续 / 领跑 / 意甲 / 。,30,14,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.530319,0.723854,0.009615,0.529473
113,113,nlpcc_dev_1523,NLPCC-Weibo,medium,mixed_script,44.0,confirmed,modern|microblog|sentence_level|mixed_script|digits|latin|long_sentence,在2016秋冬女装秀场中Demna成功接替王大仁为品牌带来全新形象的女装系列。,在 / 2016 / 秋冬 / 女装 / 秀场 / 中 / Demna / 成功 / 接替 / 王大仁 / 为 / 品牌 / 带来 / 全新 / 形象 / 的 / 女装 / 系列 / 。,39,19,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.71566,0.834073,0.057692,0.484992
114,114,nlpcc_dev_1760,NLPCC-Weibo,medium,mixed_script,43.96,confirmed,modern|microblog|sentence_level|mixed_script|digits|social_marker,4月15日，@触宝王佳梁为你讲述一个估值10亿美金的创业梦。,4月 / 15日 / ， / @ / 触宝 / 王佳梁 / 为 / 你 / 讲述 / 一 / 个 / 估值 / 10亿 / 美金 / 的 / 创业梦 / 。,30,17,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.530603,0.77055,0.0,0.448826
115,115,nlpcc_dev_1127,NLPCC-Weibo,medium,mixed_script,43.94,confirmed,modern|microblog|sentence_level|mixed_script|digits|long_sentence,被告人杨彩兰在“天津塘沽爆炸事件”发生后，通过发布虚假信息受到众多网友的关注，并获得了3739名网友共计3856笔“打赏”。,被告人 / 杨彩兰 / 在 / “ / 天津 / 塘沽 / 爆炸 / 事件 / ” / 发生 / 后 / ， / 通过 / 发布 / 虚假 / 信息 / 受到 / 众多 / 网友 / 的 / 关注 / ， / 并 / 获得 / 了 / 3739 / 名 / 网友 / 共计 / 3856 / 笔 / “ / 打赏 / ” / 。,62,35,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.788545,0.872876,0.048077,0.430219
116,116,nlpcc_dev_905,NLPCC-Weibo,medium,mixed_script,43.92,confirmed,modern|microblog|sentence_level|mixed_script|digits|social_marker,【西媒：中国1.34亿人营养不良根除饥饿须攻坚克难】,【 / 西媒 / ： / 中国 / 1.34亿 / 人 / 营养 / 不良 / 根除 / 饥饿 / 须 / 攻坚 / 克难 / 】,26,14,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.642586,0.784363,0.009615,0.482268
117,117,nlpcc_dev_145,NLPCC-Weibo,medium,mixed_script,43.89,confirmed,modern|microblog|sentence_level|mixed_script|latin|long_sentence,与iOS不同的是，iPhone是最主流的手机产品，而Mac至今仍然只能算是小众电脑。,与 / iOS / 不同 / 的 / 是 / ， / iPhone / 是 / 最 / 主流 / 的 / 手机 / 产品 / ， / 而 / Mac / 至今 / 仍然 / 只能 / 算是 / 小众 / 电脑 / 。,42,23,dev,platform_eval_v2_draft,mixed_script,Competition data with standard train/dev/test split.,104,0.772882,0.860309,0.125,0.481157
118,118,nlpcc_dev_2006,NLPCC-Weibo,medium,mixed_script,43.81,confirmed,modern|microblog|sentence_level|mixed_script|digits,仅2015年一年，长春市急救中心就接听恶意骚扰电话1.5万次。,仅 / 2015年 / 一 / 年 / ， / 长春市 / 急救 / 中心 / 就 / 接听 / 恶意 / 骚扰 / 电话 / 1.5万 / 次 / 。,31,16,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.649942,0.801298,0.067308,0.575862
119,119,nlpcc_dev_1467,NLPCC-Weibo,medium,mixed_script,43.78,confirmed,modern|microblog|sentence_level|mixed_script|latin|social_marker|long_sentence,日前，窦靖童@Leah童Dou在某媒体采访中自曝自己出行会坐公交、喜欢纹身、会听陈奕迅的广东歌。,日前 / ， / 窦靖童 / @ / Leah童Dou / 在 / 某 / 媒体 / 采访 / 中 / 自曝 / 自己 / 出行 / 会 / 坐 / 公交 / 、 / 喜欢 / 纹身 / 、 / 会 / 听 / 陈奕迅 / 的 / 广东歌 / 。,48,26,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.653841,0.797373,0.0,0.440674
120,120,nlpcc_dev_723,NLPCC-Weibo,medium,mixed_script,43.59,confirmed,modern|microblog|sentence_level|mixed_script|latin|long_sentence,周一，加州民主党籍州长布朗签署一项法案：加州将给新晋父母提高育婴假工资，这些钱将由加州政府的一个家庭事假（familyleave）基金中拨款支付。,周一 / ， / 加州 / 民主党籍 / 州长 / 布朗 / 签署 / 一 / 项 / 法案 / ： / 加州 / 将 / 给 / 新 / 晋 / 父母 / 提高 / 育婴假 / 工资 / ， / 这些 / 钱 / 将 / 由 / 加州 / 政府 / 的 / 一 / 个 / 家庭 / 事假 / （ / familyleave / ） / 基金 / 中 / 拨款 / 支付 / 。,73,40,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.708426,0.822889,0.0,0.43609
121,121,nlpcc_dev_1495,NLPCC-Weibo,medium,mixed_script,43.55,confirmed,modern|microblog|sentence_level|mixed_script|digits|long_sentence,开放整整一年，北京54家高校图书馆一年来共举办平时开放日47次，主题开放日29次，接待中小学生总量为5619人。,开放 / 整整 / 一 / 年 / ， / 北京 / 54 / 家 / 高校 / 图书馆 / 一 / 年 / 来 / 共 / 举办 / 平时 / 开放日 / 47 / 次 / ， / 主题 / 开放日 / 29 / 次 / ， / 接待 / 中小学生 / 总量 / 为 / 5619 / 人 / 。,56,32,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.677686,0.814473,0.038462,0.503334
122,122,nlpcc_dev_1892,NLPCC-Weibo,medium,mixed_script,43.5,confirmed,modern|microblog|sentence_level|mixed_script|latin|long_sentence,如果在评论里写一句话，你喜欢的人能看到，你想对ta说什么______________,如果 / 在 / 评论 / 里 / 写 / 一 / 句 / 话 / ， / 你 / 喜欢 / 的 / 人 / 能 / 看到 / ， / 你 / 想 / 对 / ta / 说 / 什么 / ______________,42,23,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.699942,0.766242,0.048077,0.484218
123,123,nlpcc_dev_1328,NLPCC-Weibo,medium,mixed_script,43.39,confirmed,modern|microblog|sentence_level|mixed_script|digits|social_marker,【25日天宇将上演“三星伴月”天象奇观】,【 / 25日 / 天宇 / 将 / 上演 / “ / 三星伴月 / ” / 天象 / 奇观 / 】,20,11,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.636913,0.791566,0.048077,0.539148
124,124,nlpcc_dev_1749,NLPCC-Weibo,medium,mixed_script,43.37,confirmed,modern|microblog|sentence_level|mixed_script|digits,今天2850以下先不卖，但反弹要继续减。,今天 / 2850 / 以下 / 先 / 不 / 卖 / ， / 但 / 反弹 / 要 / 继续 / 减 / 。,20,13,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.831689,0.88987,0.423077,0.469239
125,125,nlpcc_dev_188,NLPCC-Weibo,medium,mixed_script,43.36,confirmed,modern|microblog|sentence_level|mixed_script|digits|latin|long_sentence,从这组所谓iPhone7谍照可以看出，该机与目前iPhone6s最明显的不同就是，北部和侧边的天线白带彻底消失，而且摄像头被抹平不再凸出，据称将支持光学防抖功能…,从 / 这 / 组 / 所谓 / iPhone7 / 谍照 / 可以 / 看出 / ， / 该 / 机 / 与 / 目前 / iPhone6s / 最 / 明显 / 的 / 不同 / 就 / 是 / ， / 北部 / 和 / 侧边 / 的 / 天线 / 白带 / 彻底 / 消失 / ， / 而且 / 摄像头 / 被 / 抹平 / 不 / 再 / 凸出 / ， / 据称 / 将 / 支持 / 光学 / 防抖 / 功能 / …,81,45,dev,platform_eval_v2_draft,very_long,Competition data with standard train/dev/test split.,104,0.699866,0.827531,0.0,0.454522
126,126,nlpcc_dev_848,NLPCC-Weibo,medium,mixed_script,43.12,confirmed,modern|microblog|sentence_level|mixed_script|digits|long_sentence,今年以来，南宁发生电动车火灾151起，占当地火灾发生率的26.5%，多为电动车线路短路引发。,今年 / 以来 / ， / 南宁 / 发生 / 电动车 / 火灾 / 151 / 起 / ， / 占 / 当地 / 火灾 / 发生率 / 的 / 26.5% / ， / 多 / 为 / 电动车 / 线路 / 短路 / 引发 / 。,46,24,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.750845,0.847043,0.086538,0.504947
127,127,nlpcc_dev_1217,NLPCC-Weibo,medium,mixed_script,43.09,confirmed,modern|microblog|sentence_level|mixed_script|digits|long_sentence,使用无人机后，30-40米以上的梧桐枝干也将得到喷洒，进一步抑制“毛毛”。,使用 / 无人机 / 后 / ， / 30-40 / 米 / 以上 / 的 / 梧桐 / 枝干 / 也 / 将 / 得到 / 喷洒 / ， / 进一步 / 抑制 / “ / 毛毛 / ” / 。,37,21,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.758144,0.8594,0.048077,0.465704
128,128,nlpcc_dev_1235,NLPCC-Weibo,medium,mixed_script,43.07,confirmed,modern|microblog|sentence_level|mixed_script|digits|long_sentence,今天是巴尔克斯32岁的生日2009年上半程在申花仅打入3球的他在下半程为深圳打入14球，并在赛季末荣膺金靴。,今天 / 是 / 巴尔克斯 / 32 / 岁 / 的 / 生日 / 2009年 / 上半程 / 在 / 申花 / 仅 / 打入 / 3 / 球 / 的 / 他 / 在 / 下半程 / 为 / 深圳 / 打入 / 14 / 球 / ， / 并 / 在 / 赛季末 / 荣膺 / 金靴 / 。,54,31,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.670258,0.82791,0.0,0.416645
129,129,nlpcc_dev_552,NLPCC-Weibo,medium,mixed_script,43.02,confirmed,modern|microblog|sentence_level|mixed_script|digits|long_sentence,今天（23日），贵州省公安厅公布一起特大电信诈骗案，涉案金额1.17亿。,今天 / （ / 23日 / ） / ， / 贵州省 / 公安厅 / 公布 / 一起 / 特大 / 电信 / 诈骗案 / ， / 涉案 / 金额 / 1.17亿 / 。,36,17,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.702859,0.837076,0.048077,0.504353
130,130,nlpcc_dev_1901,NLPCC-Weibo,medium,mixed_script,42.87,confirmed,modern|microblog|sentence_level|oov_heavy|mixed_script|latin,鲜虾杂蔬燕麦蛋羹:浓浓虾味夹着蛋羹，吃上一口real满足！,鲜虾杂蔬 / 燕麦 / 蛋羹 / : / 浓浓 / 虾味 / 夹 / 着 / 蛋羹 / ， / 吃 / 上 / 一 / 口 / real / 满足 / ！,29,17,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.602246,0.764187,0.0,0.500406
131,131,nlpcc_dev_8,NLPCC-Weibo,medium,mixed_script,42.87,confirmed,modern|microblog|sentence_level|mixed_script|digits|social_marker,【评论丨3000点的背后：中国经济发生重大变化】,【 / 评论 / 丨 / 3000 / 点 / 的 / 背后 / ： / 中国 / 经济 / 发生 / 重大 / 变化 / 】,24,14,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.782454,0.858312,0.182692,0.465019
132,132,nlpcc_dev_2013,NLPCC-Weibo,medium,mixed_script,42.85,confirmed,modern|microblog|sentence_level|mixed_script|digits,截止到4月20日，这30座病险水库，绝大多数才进行了除险加固处理。,截止到 / 4月 / 20日 / ， / 这 / 30 / 座 / 病险 / 水库 / ， / 绝大多数 / 才 / 进行 / 了 / 除险 / 加固 / 处理 / 。,33,18,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.677467,0.838406,0.0,0.426229
133,133,nlpcc_dev_1070,NLPCC-Weibo,medium,mixed_script,42.79,confirmed,modern|microblog|sentence_level|oov_heavy|mixed_script|latin|social_marker,宋忠平：宿命轮回——俄罗斯海军前世今生（四）(分享自@蜻蜓FM),宋忠平 / ： / 宿命 / 轮回 / — / — / 俄罗斯 / 海军 / 前世 / 今生 / （ / 四 / ） / ( / 分享 / 自 / @ / 蜻蜓FM / ),32,19,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.607338,0.784998,0.0,0.476638
134,134,nlpcc_dev_1650,NLPCC-Weibo,medium,mixed_script,42.66,confirmed,modern|microblog|sentence_level|mixed_script|digits,发布了头条文章：《4.11复盘-三鼓而竭》,发布 / 了 / 头条 / 文章 / ： / 《 / 4.11 / 复盘 / - / 三 / 鼓 / 而 / 竭 / 》,21,14,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.640188,0.771372,0.057692,0.456035
135,135,nlpcc_dev_507,NLPCC-Weibo,medium,mixed_script,42.62,confirmed,modern|microblog|sentence_level|mixed_script|digits|social_marker,【民政部再曝光“山寨社团”名单，目前已达328个！】,【 / 民政部 / 再 / 曝光 / “ / 山寨 / 社团 / ” / 名单 / ， / 目前 / 已 / 达 / 328 / 个 / ！ / 】,26,17,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.813527,0.884688,0.278846,0.491128
136,136,nlpcc_dev_1288,NLPCC-Weibo,medium,mixed_script,42.58,confirmed,modern|microblog|sentence_level|mixed_script|digits|social_marker,【联合调查组赴常州取样官方统计133人指标异常家长称522人异常】,【 / 联合 / 调查组 / 赴 / 常州 / 取样 / 官方 / 统计 / 133 / 人 / 指标 / 异常 / 家长 / 称 / 522 / 人 / 异常 / 】,33,18,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.727888,0.831657,0.173077,0.579649
137,137,nlpcc_dev_914,NLPCC-Weibo,medium,mixed_script,42.52,confirmed,modern|microblog|sentence_level|mixed_script|digits|long_sentence,目标包括到2020年全社会经常参加足球运动的人数超过5000万人，到2030年足球职业联赛组织和竞赛水平达到亚洲一流、国家男足跻身亚洲前列等。,目标 / 包括 / 到 / 2020年 / 全社会 / 经常 / 参加 / 足球 / 运动 / 的 / 人数 / 超过 / 5000万 / 人 / ， / 到 / 2030年 / 足球 / 职业 / 联赛 / 组织 / 和 / 竞赛 / 水平 / 达到 / 亚洲 / 一流 / 、 / 国家 / 男足 / 跻身 / 亚洲 / 前列 / 等 / 。,71,35,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.778234,0.873872,0.009615,0.446988
138,138,nlpcc_dev_1982,NLPCC-Weibo,medium,mixed_script,42.51,confirmed,modern|microblog|sentence_level|mixed_script|latin|long_sentence,这款由MaikLippe设计的超智能手表意识到此问题，提供模块化解决方案。,这 / 款 / 由 / MaikLippe / 设计 / 的 / 超 / 智能 / 手表 / 意识 / 到 / 此 / 问题 / ， / 提供 / 模块化 / 解决 / 方案 / 。,37,19,dev,platform_eval_v2_draft,mixed_script,Competition data with standard train/dev/test split.,104,0.698437,0.811014,0.0,0.455238
139,139,evahan_test_b_480,EvaHan-2022,high,classical,66.09,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|long_sentence|pos_rich,舆地纪胜曰：丹阳在今归州秭归县东八里屈沱楚王城是也。余按楚遣屈丐伐秦，秦发兵逆击之，枝江之丹阳则距郢逼近，秭归之丹阳则不当秦、楚之路。索隱因下文遂取汉中，即谓丹阳在汉中，皆非也。此丹阳谓丹水之阳。班志：丹水出上洛冢岭山，东至析入钧水，其水盖在弘农丹水、析两县之间，武关之外也。秦、楚交战当在此水之阳。楚师既败，秦师乘胜取上庸路西入以收汉中，其势易矣。索，山客翻。,舆地纪胜 / 曰 / ： / 丹阳 / 在 / 今 / 归州 / 秭归县 / 东 / 八里 / 屈沱 / 楚王城 / 是 / 也 / 。 / 余 / 按 / 楚遣 / 屈丐 / 伐 / 秦 / ， / 秦 / 发兵 / 逆击 / 之 / ， / 枝江 / 之 / 丹阳 / 则 / 距 / 郢 / 逼近 / ， / 秭归 / 之 / 丹阳 / 则 / 不 / 当 / 秦 / 、 / 楚 / 之 / 路 / 。 / 索隱 / 因 / 下文 / 遂 / 取 / 汉中 / ， / 即 / 谓 / 丹阳 / 在 / 汉中 / ， / 皆 / 非 / 也 / 。 / 此 / 丹阳 / 谓 / 丹水 / 之 / 阳 / 。 / 班志 / ： / 丹水 / 出 / 上洛 / 冢岭山 / ， / 东 / 至 / 析 / 入 / 钧水 / ， / 其 / 水 / 盖 / 在 / 弘农 / 丹水 / 、 / 析 / 两县 / 之 / 间 / ， / 武关 / 之 / 外 / 也 / 。 / 秦 / 、 / 楚 / 交战 / 当 / 在 / 此 / 水 / 之 / 阳 / 。 / 楚师 / 既 / 败 / ， / 秦师 / 乘胜 / 取 / 上庸路 / 西 / 入 / 以 / 收 / 汉中 / ， / 其 / 势 / 易 / 矣 / 。 / 索 / ， / 山客 / 翻 / 。,181,136,test_b,platform_eval_v2_draft,very_long,Test A is same-book; Test B is cross-book.,104,0.639016,0.801177,0.0,0.388184
140,140,evahan_test_b_425,EvaHan-2022,high,classical,65.32,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|pos_rich,四年（甲辰）秦败韩师于修鱼，斩首八万级，虏其将〈鱼叟〉、申差于浊泽。,四年 / （ / 甲辰 / ） / 秦 / 败 / 韩师 / 于 / 修鱼 / ， / 斩 / 首 / 八万 / 级 / ， / 虏 / 其 / 将 / 〈 / 鱼叟 / 〉 / 、 / 申差 / 于 / 浊泽 / 。,34,26,test_b,platform_eval_v2_draft,annotation_like,Test A is same-book; Test B is cross-book.,104,0.672659,0.833553,0.0,0.37044
